,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #,Departure,Return,Year,Country,Raw Costs
278,"June 24, 2023 - June 29, 2023",Ed Case,Ed Case,D,HI-1,Tanzania,United Nations Foundation and Eleanor Crook Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026585.pdf,18,"June 24, 2023 "," June 29, 2023",2023,Tanzania,")
$19,681.49 $599 $196.80 $50 (Tanzania visa), $166
Traveler (aerial briefing), $95 (field
drive)

$19,681.49 $30 $196.80 $50 (Tanzania visa), $166
(aerial briefing), $95 (field
drive)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying
"
279,"June 24, 2023 - June 29, 2023",Nanette Barragan,Nanette Barragán,D,CA-44,Tanzania,United Nations Foundation and Eleanor Crook Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026589.pdf,18,"June 24, 2023 "," June 29, 2023",2023,Tanzania,")
$13,849.89 $599 $196.80 $50 (Tanzania visa); $166
Traveler (aerial briefing); $95 (field
drive)

$13,849.89 $599 $196.80 $50 (Tanzania visa); $166
(aerial briefing); $95 (field
drive)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Accompanying
"
280,"June 24, 2023 - June 29, 2023",Emilia Strong Sykes,Emilia Sykes,D,OH-13,Tanzania,United Nations Foundation and Eleanor Crook Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026635.pdf,18,"June 24, 2023 "," June 29, 2023",2023,Tanzania,Error making sandwich
281,"June 17, 2023 - June 20, 2023",John Sarbanes,John Sarbanes,D,MD-3,Greece,Johns Hopkins University,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026542.pdf,19,"June 17, 2023 "," June 20, 2023",2023,Greece,")
$16,537.61 $380.00 39.26
Accompanying
"
282,"May 27, 2023 - June 4, 2023",Zachary Isakowitz,Michael McCaul,R,TX-10,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026513.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$2,247.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
283,"May 27, 2023 - June 4, 2023",Harper White,Rosa DeLauro,D,CT-3,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026517.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
284,"May 27, 2023 - June 4, 2023",Joseph Vandertoll,Andy Barr,R,KY-6,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026519.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
285,"May 27, 2023 - June 4, 2023",Megan Gallagher,Patrick T. McHenry,R,NC-10,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026522.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
286,"May 27, 2023 - June 4, 2023",Sebastian Wigley,Young Kim,R,CA-40,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026530.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
287,"May 27, 2023 - June 4, 2023",Ashlee Bierworth,Guy Reschenthaler,R,PA-14,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026474.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,115.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
288,"May 27, 2023 - June 4, 2023",Benjamin Nyce,Elise Stefanik,R,NY-21,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026475.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,") |
$4,115.73 $2,160.53 $1,035.08 | $3,145.01
Traveler breakdown attached |
! . = | _ -
Accompanying n/a na [n/a nla
"
289,"May 27, 2023 - June 4, 2023",Jacob Friedman,Chris Pappas,D,NH-1,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026482.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$2,110.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
290,"May 27, 2023 - June 4, 2023",Jackson Suarez,Morgan Luttrell,R,TX-8,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026534.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
291,"May 27, 2023 - June 4, 2023",Jackson Suarez,Morgan Luttrell,R,TX-8,Israel,American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026697.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")

$4,322.73 $2,160.53 $1,035.08 $3,145.01
; breakdown attached

Traveler

Accompanying n/a n/a nia nia
"
292,"May 27, 2023 - June 4, 2023",Gianluca Nigro,Brendan Boyle,D,PA-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026503.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,115.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
293,"May 27, 2023 - June 4, 2023",James Mismash,Mike Gallagher,R,WI-8,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026504.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$2,110.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
294,"May 27, 2023 - June 4, 2023",Kevin Gannon,Andrew Garbarino,R,NY-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026506.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
295,"May 27, 2023 - June 4, 2023",Laura Titus,Robert B. Aderholt,R,AL-4,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026507.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
296,"May 27, 2023 - June 4, 2023",Lindsay Linhares,Julia Letlow,R,LA-5,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026508.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")

$4,115.73 $2,160.53 $1,035.08 $3,145.01
breakdown attached

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

nla nia nla

Accompanying
"
297,"May 27, 2023 - June 4, 2023",Max Price,Debbie Wasserman Schultz,D,FL-25,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026509.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
298,"May 27, 2023 - June 4, 2023",Monique Bolsajian,Ted Lieu,D,CA-36,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026510.pdf,19,"May 27, 2023 "," June 4, 2023",2023,Israel,")
$4,322.73 $2,160.53 $1,035.08 $3,145.01
Traveler breakdown attached
Accompanying n/a n/a n/a n/a
"
299,"May 27, 2023 - June 3, 2023",Robin Chand,Rick Larsen,D,WA-2,Japan,Association of Fonner Members of Congress and Sasakawa Peace Foundation USA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026472.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$5863.55 . $567.52 $619.92 (Meeting Rooms, interpreter,

Traveler Tour Guide, Entrance Fees, etc.)

Accompanying |N/A N/A

"
300,"May 27, 2023 - June 3, 2023",Mary Rosado,Andy Barr,R,KY-6,Japan,United States,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026521.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")
5863.55 1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $ 8 $567.51 Tour Guide, Entrance Fees, etc) *
Accompanying N/A N/A N/A NIA
"
301,"May 27, 2023 - June 3, 2023",Wendy Clerinx,Jill Tokuda,D,HI-2,Japan,United States Association of Former Members of Congress and Sasakawa Peace Foundation USA,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026531.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")

$8704.55 $1160.38 $560.57 $619.92 (Meeting Rooms, Interpreter,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
302,"May 27, 2023 - June 3, 2023",Jesse Connolly,Chellie Pingree,D,ME-1,Japan,Association of Former Members of Congress and Sasakawa Peace Foundation USA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026485.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")

$5863.55 $1 160.38 $567.52 $619.92 (Meeting Rooms, Interpreter,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
303,"May 27, 2023 - June 3, 2023",Micah Ketchel,Michael Waltz,R,FL-6,Japan,Association of Former Members of Congress and Sasakawa Peace Foundation USA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026493.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")

$5863.55 1160.38 $619.92 (Meeting Rooms, Interpreter,
Traveler $ a $560.57 Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
304,"May 27, 2023 - June 3, 2023",Patrick Mocete,Young Kim,R,CA-40,Japan,Association of Former Members of Congress and Sasakawa Peace Foundation USA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026495.pdf,19,"May 27, 2023 "," June 3, 2023",2023,Japan,")

$5863.55 $1 160.38 $560.57 $619.92 (Meeting Rooms, Interpreter,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
305,"May 27, 2023 - June 3, 2023",Robin Chand,Rick Larsen,D,WA-2,Japan,United States,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026469.pdf,20,"May 27, 2023 "," June 3, 2023",2023,Japan,
306,"May 27, 2023 - June 3, 2023",Jessica Carter,Dan Newhouse,R,WA-4,Japan,United States,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026505.pdf,20,"May 27, 2023 "," June 3, 2023",2023,Japan,")

Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
307,"May 27, 2023 - June 3, 2023",Wendy Clerinx,Jill Tokuda,D,HI-2,Japan,United States Association of Former Members of Congress and Sasakawa Peace Foundation USA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026512.pdf,20,"May 27, 2023 "," June 3, 2023",2023,Japan,")

$8704.55 $1160.38 $560.57 $619.92 (Meeting Rooms, Interpreter,

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler Tour Guide, Entrance Fees, etc.)
Accompanying N/A N/A N/A N/A
"
308,"May 25, 2023 - June 2, 2023",Robert Aderholt,Robert B. Aderholt,R,AL-4,Croatia,Fellowship Foundation (d.b.a. International Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026496.pdf,20,"May 25, 2023 "," June 2, 2023",2023,Croatia,Error making sandwich
309,"April 9, 2023 - April 19, 2023",Earl Blumenauer,Earl Blumenauer,D,OR-3,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026181.pdf,25,"April 9, 2023 "," April 19, 2023",2023,Italy,")

$600 for private meeting
space, AV, conf. services

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

$1468 * includes
Apr.15 hotel due to
cancelled flight

Traveler

$600 for private meeting
space, AV, conf. services

Accompanying
"
310,"April 10, 2023 - April 16, 2023",Diana DeGette,Diana DeGette,D,CO-1,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026167.pdf,25,"April 10, 2023 "," April 16, 2023",2023,Italy,")
$1621* includes $600 for private meeting
Traveler $3668 Apr.15 hotel due $570 space, AV, conf. services
to cancelled flight
Accompanying
"
311,"April 8, 2023 - April 16, 2023",Jahana Hayes,Jahana Hayes,D,CT-5,Kenya,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), Save the Children Action Network (SCA",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026170.pdf,25,"April 8, 2023 "," April 16, 2023",2023,Kenya,")
$10,380.45 $1,250.00 $417.49 $741.62 (Interpreters, security,

Traveler airport services, travel ins.,

medic)

$1,250.00 $417.49 $741.62 (interpreters, security,
airport services, travel ins.,
medic)

6. im) All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment.
Signify statement is true by checking box.

Accompanying $10,380.45

"
312,"April 6, 2023 - April 15, 2023",H. Morgan Griffith,Morgan Griffith,R,VA-9,Kenya,"Cooperative for Assistance and Relief Eve1ywhere, Inc. (CARE), Save the Children Action",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026137.pdf,25,"April 6, 2023 "," April 15, 2023",2023,Kenya,
313,"April 10, 2023 - April 15, 2023",Jenniffer Gonzalez-Colon,Jenniffer González-Colón,R,PR,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026215.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$600 for private meeting
Traveler $4615 $1196 $570 space, AV, conf. services
Accompanying
"
314,"April 10, 2023 - April 15, 2023",Rick Larsen,Rick Larsen,D,WA-2,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026185.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$600 for private meeting
Traveler $4121 $1196 $570 space, AV, conf. services
Accompanying
"
315,"April 10, 2023 - April 15, 2023",Pete Sessions,Pete Sessions,R,TX-17,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026189.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$1196 $600 for private meeting
Traveler $3965 $570 space, AV, conf. services
Accompanying $570 $600 for private meeting
"
316,"April 10, 2023 - April 15, 2023",Pete Sessions,Pete Sessions,R,TX-17,Italy,Aspen Institute,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027105.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$1196 $600 for private meeting
Traveler $3965 $570 space, AV, conf. services
Accompanying $570 $600 for private meeting
"
317,"April 10, 2023 - April 15, 2023",Adam Smith,Adam Smith,D,WA-9,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026191.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$1196 $600 for private meeting
Traveler $3968 $570 space, AV, conf. services
Accompanying $570 $600 for private meeting
"
318,"April 10, 2023 - April 15, 2023",Beth Van Duyne,Beth Van Duyne,R,TX-24,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026193.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$600 for private meeting
Traveler $4121 $1196 $570 space, AV, conf. services
Accompanying
"
319,"April 10, 2023 - April 15, 2023",James P. McGovern,Jim McGovern,D,MA-2,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026199.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$1196 $600 for private meeting
Traveler $2780 $570 space, AV, conf. services
Accompanying $570 $600 for private meeting
"
320,"April 10, 2023 - April 15, 2023",James Baird,James Baird,R,IN-4,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026183.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

1196 $600 for private meeting
$3923 $570 space, AV, conf. services
Accompanying $570 $600 for private meeting
"
321,"April 7, 2023 - April 15, 2023",Lauren Underwood,Lauren Underwood,D,IL-14,Kenya,"Assistance and Relief Everywhere, Inc. (CARE), Save the Children Action Network (SCAN), and Bill & M",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026184.pdf,25,"April 7, 2023 "," April 15, 2023",2023,Kenya,")
$11,040.05 $1,250.00 $417.49 $741.62 (interpreters, security,
airport services, travel ins.,
medic)

7 ri 11,040.05 1,250.00 17.49 $741.62 (interpreters, security,
Accompanying $ $ "" alrport services, travel ins.,
"
322,"April 8, 2023 - April 15, 2023",Arion Laws,Sara Jacobs,D,CA-51,Kenya,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), Save the Children Action Network (SCA",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026165.pdf,25,"April 8, 2023 "," April 15, 2023",2023,Kenya,")

$4,632.75 $1,250.00 $417.49 $741.62 (interpreters, security,

airport services, travel ins.,
medic)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
323,"April 10, 2023 - April 15, 2023",Chellie Pingree,Chellie Pingree,D,ME-1,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026166.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$600 for private meeting
Traveler $4958 $1196 $570 space, AV, conf. services
Accompanying
"
324,"April 6, 2023 - April 15, 2023",H. Morgan Griffith,Morgan Griffith,R,VA-9,Kenya,"Cooperative for Assistance and Relief Eve1ywhere, Inc. (CARE), Save the Children Action Network (SCA",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026169.pdf,25,"April 6, 2023 "," April 15, 2023",2023,Kenya,")
$12,556.05 $1,250.00 $417.49 $741.62 (Interpreters, security,

Traveler airport services, travel ins.,

medic)

$1,250.00 $417.49 $741.62 (interpreters, security,
airport services, travel ins.,
medic)

6. im) All expenses connected to the trip were for actual costs incurred and not a per diem or lump sum payment.
Signify statement is true by checking box.

I certify that the information contained in this form is true, complete, and correct to the best of my knowledge.

DocuSigned by:

1 4/27/2023
Exe Solurson. —_

2E83E4AF7EB74B0...

Name: Eric Johnson Title: General Counsel

$12,556.05

Accompanying
"
325,"April 7, 2023 - April 15, 2023",Jonathan Jackson,Jonathan Jackson,D,IL-1,Kenya,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), Save the Children Action Network (SCA",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026175.pdf,25,"April 7, 2023 "," April 15, 2023",2023,Kenya,") :
$741.62 (intemraters, security, |
alrpart services, travel Ins. i
medic)

Total Meal

Expenses

‘|$417.49

‘Total Transportation
Expenses

$10,548.05

‘Total Lodging

Expenses

| Traveler

| Accompanying
| "
326,"April 10, 2023 - April 15, 2023",Ron Estes,Ron Estes,R,KS-4,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026179.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")
$600 for private meeting
Traveler $2860 $1196 $570 space, AV, conf. services
Accompanying
"
327,"April 10, 2023 - April 15, 2023",Rosa DeLauro,Rosa DeLauro,D,CT-3,Italy,"Aspen Institute, Inc., and the Rockefeller Foundation",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026180.pdf,25,"April 10, 2023 "," April 15, 2023",2023,Italy,")

$600 for private meeting
Traveler $300 $1196 $570 space, AV, conf. services
Accompanying
"
