,row,cost
642,1929,")
Traveler $1,933.97 $1196.00 $576.00 a
Accompanying |NA NA NA NA
"
643,1930,")
Traveler $1,933.97 $1196.00 $576.00 a
Accompanying |NA NA NA NA
"
644,1931,")
$1,905.22 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
645,1935,")
$1,905.22 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
646,1936,")
$3,769 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
647,1942,")
$1,905.22 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
648,1970,")
$1,905.22 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
649,1972,")
$1,905.22 $447.30 $345.45 $475 (translation
Traveler services)
Accompanying
"
650,2011,")
T $1,039.57 $1,562.08 $600.76 $21.78 - COVID-19 PCR
raveler
Tests
Accompanying
"
651,2012,")
1,320.15 932.05 280.83

Traveler

Accompanying

"
652,2013,")
$1718.00 (Meeting Rooms, Interpreter,

$5185.73 $1201.56 |sato.s4 | syeooentn aos mers
etc)

Accompanying |N/A NIA N/A N/A

"
653,2014,")
= —+ —
$1,296.27 $1,562.08 $600.76 $21.78 - COVID-19 PCR
Traveler
Tests
Accompanying
"
654,2015,")
1,320.15 832.05 280.83
Traveler .
Accompanying
"
655,2016,")
$1,420.04 $1,562.08 $600.76 $21.78 - COVID-19 PCR
Traveler
Tests
Accompanying
"
656,2018,")
1,320.15 932.05 280.83

Traveler

Accompanying

"
657,2019,")
T $1,420.04 $1,562.08 $600.76 $21.78 - COVID-19 PCR
raveler
Tests
Accompanying
"
658,2020,")
$1718.00(Meeting Rooms, Interpreter,
Traveler $5452.63 $1 201.56 $41 0.34 Tour Guide, Entrsnce/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
659,2021,")
T $1,420.04 $1,562.08 $600.76 $21.78 - COVID-19 PCR
raveler
Tests
Accompanying
"
660,2022,")
$1718.00 (Meeting Rooms, Interpreter,
Traveler $51 85.73 $1 201.56 $393.53 Tour Guides Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
661,2023,")
$1718.00 (Meeting Rooms, Interpreter,
Traveler $5563.03 $1 201.56 $393.53 Tour Guides Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
662,2024,")
$1718.00 (Meeting Rooms, Interpreter,
Traveler $51 85.73 $1 201.56 $393.53 Tour Guides Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
663,2025,")
eaveler $5185.73 $1201.56 [$408.98 ——_—|$17""80.Mesina Roars, Inez:
Accompanying |N/A N/A N/A N/A
"
664,2031,")
$12.50 (security)
Traveler $3,108.13 $453.28 aaa Ssh heetod
Accompanying |N/A N/A N/A N/A
"
665,2036,")
$26.45 N/A $15.46 N/A
Traveler
Accompanying N/A N/A N/A N/A
"
666,2044,")
2,973.13 : $5.90 fot a for Kenya
Traveler | een ie
Accompanying |N/A N/A N/A N/A
"
667,2045,")
$12.50 (security)
Traveler $2,973.13 $453.28 aaa Ssh heetod
Accompanying |N/A N/A N/A N/A
"
668,2050,")
$12.50 (security)
Traveler $1,802.30 $453.28 aca Fe hoch a
Accompanying |N/A N/A N/A N/A
"
669,2054,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
670,2055,")
$739.69 (Meeting Rooms, Interpreter,
Traveler $41 85.80 $873.01 $438.68 Tour Cujo. Entrance/Adrnissicn Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
671,2056,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

ake | 888054 $873.01 | $418.49 ee
etc)

Accompanying |N/A N/A N/A N/A

"
672,2060,")
$739.69 (Meeting Rooms, Interpreter,
Traveler $3746.54 $873.01 $41 2.76 Tour Guide, Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
673,2061,")
$739.69 (Meeting Rooms, Interpreter,
Traveler $4001 54 $873.01 $439.03 Tour Guide, Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
674,2062,")
$739.69 (Meeting Rooms, Interpreter,
Traveler $3751 54 $873.01 $438.33 Tour Cujo. Entrance/Adrnissicn Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
675,2063,")
$739.69 (Meeting Rooms, Interpreter,
Traveler $6504.54 $873.01 $41 2.76 Tour Guide, Entrance/Admission Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
676,2064,")
$739.69 (Meeting Rooms, Interpreter,
Traveler 9725.34 $873.01 $432.03 Tour Cujo. Entrance/Adrnissicn Fees,
etc)
Accompanying |N/A N/A N/A N/A
"
677,2067,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$10,626.21 $495.52 $289.69
Traveler
Accompanying N/A N/A
"
678,2068,")
$6,514.65 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
679,2069,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
680,2070,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
681,2071,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
682,2074,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
683,2075,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
684,2077,")
$5,892.55 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying n/a n/a n/a n/a
"
685,2078,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying n/a n/a n/a n/a
"
686,2079,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying n/a n/a n/a n/a
"
687,2080,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying n/a n/a n/a n/a
"
688,2083,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
689,2085,")
$8,181.65 $2,322.86 $1,223.09 $3,375.78
Traveler .
Accompanying n/a n/a n/a n/a
"
690,2089,")
$6,019.15 $2,322.86 $1,223.09 $3,375.78
Traveler
Accompanying nia nia nla nla
"
691,2090,")
rate | $6,019.15 $2,322.86 $1,223.09 [$3,375.78

Traveler

Accompanying nla n/a n/a n/a

"
692,2111,")

$2622 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying
"
693,2112,")

$2622 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying
"
694,2113,")

$716 (private meeting and dining |
space, AV, conference services)

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$0 $360

Accompanying | $3751
"
695,2114,")
$2582 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $2582 $0 $360 $716 ((private meeting and dining
"
696,2115,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
697,2116,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
698,2117,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
699,2118,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
700,2119,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
701,2120,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
702,2121,")
$2,511 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
703,2122,")
$2,470 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
704,2123,")
$2,211 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
705,2124,")
$2,421 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
706,2125,")
$2,924 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
707,2126,")
RO Tor oo

$2,356 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
708,2127,")
$2,211 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
709,2128,")

Total Meal
Expenses

Total Transportation
Expenses

Total Lodging
Expenses

$716 (private meeting and dining
space, AV, conference services)

$2511 $360

Traveler

$716 ((private meeting and dining
space, AV, conference services)

Accompanying |$2511
"
710,2129,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
711,2130,")
$2406 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $2406 $0 $360 $716 ((private meeting and dining
"
712,2131,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
713,2132,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
714,2133,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
715,2134,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
716,2135,")
$2,420 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
717,2136,")
$2,295 $2,820 $1,205 See Attached
Traveler
Accompanying N/A N/A N/A N/A
"
718,2137,")
$5.30 - Warsaw Uprising Museum
Traveler $2553.71 $511.88 $389.45 tickets
$296.93 - Private transportation
Accompanying |N/A N/A N/A N/A
"
719,2138,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

rene $2,387 $2,820 a See Attached
Traveler

Accompanying N/A N/A N/A N/A

"
720,2139,")
$3621 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $3621 $0 $360 $716 ((private meeting and dining
"
721,2141,")
$3911 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying |$3911 $0 $360 $716 ((private meeting and dining
"
722,2144,")
$3514 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $3514 $0 $360 $716 ((private meeting and dining
"
723,2146,")

$2755 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying
"
724,2147,")
$3108 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $3108 $0 $360 $716 ((private meeting and dining
"
725,2148,")
$2970 $855 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying | $2970 $0 $360 $716 ((private meeting and dining
"
726,2149,")

$2586 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying
"
727,2153,")
$3825 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying $3825 $0 $360 $716 ((private meeting and dining
"
728,2154,")
$1524 | $1140 $360 | $716 (private meeting and dining
Traveler | space, AV, conference services)
a po _|— _ —|
Accompanying | $1524 $0 $360 $716 ((private meeting and dining |

ae | space, AV, conference services) |
"
729,2155,")

$2920 $1140 $360 $716 (private meeting and dining

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler space, AV, conference services)
Accompanying | $2920 $0 $360 $716 (private meeting and dining
"
730,2158,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$2802 $1140 $360 $716 (private meeting and dining
Traveler space, AV, conference services)
Accompanying | $2802 $0 $360 $716 ((private meeting and dining
"
731,2160,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

$2312 $855 $360
Accompanying |$2312 $360
"
732,2163,")

T $3069 $1140 $360 $716 (private meeting and dining
raveler space, AV, conference services)
Accompanying | $3069 $0 $360 $716 ((private meeting and dining
"
733,2210,")
$2,173 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
734,2214,")
$2,126 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying |""/@ nla nla nla
"
735,2216,")
$1,800 |$2,670 $1,224 $3,000 (ground transportation,
Traveler entry fees, guides)
Accompanying NA NA NA NA
"
736,2217,")
$2,126 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
737,2218,")
$1,939 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
738,2220,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
739,2222,")
ns ne a | ~
| Tava. $700 for bus vansporatontolttom (32,676 ($1,900 in }$1,228 ($918 in |$700 (guides, entrance
| Traveler {shpat and between steain Israel} Herzliya, $770 in | Herzliya, $310 in fees)
i Jerusalem) Jerusalem) |
a Sc ae eh ee
Accompanying |NA NA NA iNA

"
740,2223,")

ioc $100 tor hes turapcanion wit ($2,670 ($1,900 in |$1,228 ($818 in |$700 (guides, entrance
Traveler ‘iport and between sites in tsrnel) Herzliya, $770 in | Herzliya, $310 in fees)
Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
741,2224,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
742,2225,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
743,2226,")

$2,064.82

(See attached description)

N/A

Total Meal
Expenses

$1,056.64

Total Transportation
Expenses

,334. $2,415
Traveler

Accompanying
"
744,2227,")
$2,334.93 $2,415 $1,056.64 $2,064.82
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
745,2228,Error making sandwich
746,2229,")
$2,334.93 $2,415 $1,056.64 $2,064.82
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
747,2230,")
$1,800 (61-100 for round up coach om {$2,670 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance
Traveler alrport and botween sites in Israel) Herzliya, $770 in |Herzliya, $310 in fees)
Jerusalem) Jerusalem) __ _
Accompanying NA NA NA NA
"
748,2231,")
$1,939 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
749,2232,")
$2,236 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
750,2233,")
$1,800 |$2,670 $1,224 $3,000 (ground transportation,
Traveler entry fees, guides)
Accompanying NA NA NA NA
"
751,2234,")

$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses

$3,800 ($1,100 for round tip coach air
Iravel, $700 for bus transportation tofirom

$2,670 ($1,900 in |$1,228 ($918 in

| Traveler sper ond betwem sesh lee) | Herzliya, $770 in | Herzliya, $310 in |fagg)
| Jerusalem) Jerusalem)

| Accompanying

| "
752,2235,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
753,2236,")

Faia 0G for tes tarapenaten atom |$2,070 ($1,900 in |$1,228 ($918 in |$700 (guides, entrance

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler airport and between sites in Israel) Herzliya, $770 in | Herzliya, $310 in fees)

Jerusalem) Jerusalem)
Accompanying NA NA NA NA
"
754,2237,")
$2,126 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying |""/@ nla nla nla
"
755,2238,")
$2,173 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
756,2239,error
757,2240,")
$2,173 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
758,2242,")
$2,173 $540 266 Guide and speaker fees $576
Traveler Driver tips $36
Accompanying nia nia nla nla
"
759,2244,")

$678.10 $225

Traveler

Accompanying

"
760,2245,error
761,2246,")
Traveler $4,389.50 $1,340.58 $427.79 Visa Fee ($240)
Accompanying |N/A N/A N/A N/A
"
762,2247,")
Traveler $4,389.50 $1,340.58 $427.79 Visa Fee ($240)
Accompanying |N/A N/A N/A N/A
"
763,2248,")
Traveler $4,389.50 $1,340.58 $427.79 Visa Fee ($240)
Accompanying |N/A N/A N/A N/A
"
764,2249,")
Traveler $4,389.50 $1,340.58 $432.85 Visa Fee ($240)
Accompanying |N/A N/A N/A N/A
"
765,2428,")
Traveler $422.20 $279 $150.78 $0
Accompanying
"
766,2437,")
$3,174.89 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
767,2445,")
$3,600.14 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
768,2446,")
$3,581.04 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
769,2447,")
$3,785.92 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
770,2448,")
$3,785.92 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
771,2449,")
$3,785.92 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
772,2451,")
$3,785.92 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
773,2452,")
$3,555.05 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
774,2453,")

$166 (bus

tranenartatian\

0

Total Mea!
Expenses

Total Transportation
Expenses

$10,200 $625.10

Total Lodging
Expenses

Traveler

Accompanying 1Q)
"
775,2462,")
$1,230.98 $684.89 $289.57 $250 (visa)
Traveler
Accompanying
"
776,2464,")

Total Meal
Expenses

$144.61

Total Transportation
Expenses

$1,340.67

Total Lodging
Expenses

Traveler

Accompanying
"
777,2474,")

$2,074.90 $447 $279.64 $511.92

“Interpreter, Security, Travel Insurance, Airport
VIP Arrival/Departure Services

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

Accompanying
"
778,2480,")

{_
$1,948.90 $447 $279.64 $511.92

Traveler “Interpreter, Security, Travel Insurance, Airport
VIP Arrival/Departure Services

Accompanying

"
779,2495,")
3656.87 total x i 7 $1700 total Kereta for 5 $234.44 total (Reception (8/5): H
$200 for cern waratere: soa0lday for nighlsin Nairobi $150/night | $49.03; Dimer (i 85.00 $51 (visa)
4 ‘ unches (8/5, 8/6, 8/10):
Traveler 3 days in Embu for car and driver) clei aeaeaianie | $31.69, $33.36, $33.36; lunch
| reimbursement (8/3): $22).
im
Accompanying
"
